@relation data_cleaning1_proper

@attribute Case_no numeric
@attribute checking_status {0<=X<200,'no checking',<0,>=200}
@attribute credit_history {'existing paid','critical/other existing credit','delayed previously','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,'new car','used car',business,'domestic appliance',repairs,other,retraining,ather}
@attribute credit_amount numeric
@attribute saving_status {<100,'no known savings',500<=X<1000,>=1000,100<=X<500}
@attribute employment {1<=X<4,4<=X<7,>=7,unemployed,<1}
@attribute personal_status {'female div/sep/mar','male single','male div/sep','male mar/wid'}
@attribute age numeric
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt','unemp/unskilled non res',yes}
@attribute class {bad,good}

@data
837,'no checking','existing paid',radio/tv,886,'no known savings',1<=X<4,'female div/sep/mar',21,skilled,good
838,'no checking','existing paid',furniture/equipment,601,<100,<1,'female div/sep/mar',23,'unskilled resident',good
839,<0,'critical/other existing credit','used car',2957,<100,>=7,'male single',63,skilled,good
840,'no checking','critical/other existing credit',radio/tv,2611,<100,>=7,'male mar/wid',46,skilled,good
841,<0,'existing paid',furniture/equipment,5179,<100,4<=X<7,'male single',29,skilled,bad
842,'no checking','delayed previously','used car',2993,<100,1<=X<4,'male single',28,'unskilled resident',good
843,'no checking','existing paid',repairs,1943,<100,<1,'female div/sep/mar',23,skilled,bad
844,'no checking','all paid',business,1559,<100,4<=X<7,'male single',50,skilled,good
845,'no checking','existing paid',furniture/equipment,3422,<100,>=7,'male single',47,skilled,good
846,0<=X<200,'existing paid',furniture/equipment,3976,'no known savings',4<=X<7,'male single',35,skilled,good
847,'no checking','existing paid','new car',6761,'no known savings',1<=X<4,'male single',68,skilled,bad
848,'no checking','existing paid','new car',1249,<100,<1,'male mar/wid',28,skilled,good
849,<0,'existing paid',radio/tv,1364,<100,4<=X<7,'male single',59,skilled,good
850,<0,'existing paid',radio/tv,709,<100,>=7,'male single',57,'unskilled resident',bad
851,<0,'critical/other existing credit','new car',2235,<100,1<=X<4,'male mar/wid',33,skilled,bad
852,'no checking','critical/other existing credit','used car',4042,'no known savings',4<=X<7,'male single',43,skilled,good
853,'no checking','critical/other existing credit',radio/tv,1471,<100,1<=X<4,'male single',35,skilled,good
854,<0,'all paid','new car',1442,<100,4<=X<7,'male single',32,'unskilled resident',bad
855,'no checking','delayed previously','new car',10875,<100,>=7,'male single',45,skilled,good
856,'no checking','existing paid','new car',1474,100<=X<500,<1,'male mar/wid',33,skilled,good
857,'no checking','existing paid',retraining,894,'no known savings',4<=X<7,'female div/sep/mar',40,skilled,good
858,'no checking','critical/other existing credit',furniture/equipment,3343,<100,1<=X<4,'male single',28,skilled,good
859,<0,'existing paid','new car',3959,<100,1<=X<4,'female div/sep/mar',29,skilled,bad
860,'no checking','existing paid','new car',3577,100<=X<500,1<=X<4,'male single',26,skilled,good
861,'no checking','critical/other existing credit','used car',5804,>=1000,1<=X<4,'male single',27,skilled,good
862,'no checking','delayed previously',business,2169,<100,1<=X<4,'male mar/wid',28,skilled,bad
863,<0,'existing paid',radio/tv,2439,<100,<1,'female div/sep/mar',35,skilled,bad
864,'no checking','critical/other existing credit',furniture/equipment,4526,>=1000,<1,'male single',32,'unskilled resident',good
865,'no checking','existing paid',furniture/equipment,2210,<100,1<=X<4,'male single',25,'unskilled resident',bad
866,'no checking','existing paid',furniture/equipment,2221,500<=X<1000,1<=X<4,'female div/sep/mar',20,skilled,good
867,<0,'existing paid',radio/tv,2389,<100,<1,'female div/sep/mar',27,skilled,good
868,'no checking','critical/other existing credit',furniture/equipment,3331,<100,>=7,'male single',42,skilled,good
869,'no checking','existing paid',business,7409,'no known savings',>=7,'male single',37,skilled,good
870,<0,'existing paid',furniture/equipment,652,<100,>=7,'female div/sep/mar',24,skilled,good
871,'no checking','delayed previously',furniture/equipment,7678,500<=X<1000,4<=X<7,'female div/sep/mar',40,skilled,good
872,>=200,'critical/other existing credit','new car',1343,<100,>=7,'male single',46,skilled,good
873,<0,'critical/other existing credit',business,1382,100<=X<500,4<=X<7,'male single',26,skilled,good
874,'no checking','existing paid','domestic appliance',874,'no known savings',<1,'female div/sep/mar',24,skilled,good
875,<0,'existing paid',furniture/equipment,3590,<100,1<=X<4,'male single',29,'unskilled resident',good
876,0<=X<200,'critical/other existing credit','new car',1322,>=1000,1<=X<4,'female div/sep/mar',40,skilled,good
877,<0,'all paid',radio/tv,1940,<100,<1,'male single',36,'high qualif/self emp/mgmt',good
878,'no checking','existing paid',radio/tv,3595,<100,>=7,'male single',28,skilled,good
879,<0,'existing paid','new car',1422,<100,<1,'male single',27,'high qualif/self emp/mgmt',bad
880,'no checking','critical/other existing credit',radio/tv,6742,'no known savings',4<=X<7,'male single',36,skilled,good
881,'no checking','existing paid','used car',7814,<100,4<=X<7,'male single',38,'high qualif/self emp/mgmt',good
882,'no checking','existing paid','used car',9277,'no known savings',1<=X<4,'male div/sep',48,skilled,good
883,0<=X<200,'critical/other existing credit','new car',2181,'no known savings',>=7,'male single',36,skilled,good
884,'no checking','critical/other existing credit',radio/tv,1098,<100,unemployed,'female div/sep/mar',65,'unemp/unskilled non res',good
885,0<=X<200,'existing paid',furniture/equipment,4057,<100,4<=X<7,'male div/sep',43,skilled,bad
886,<0,'existing paid',education,795,<100,<1,'female div/sep/mar',53,skilled,bad
887,0<=X<200,'critical/other existing credit',business,2825,'no known savings',4<=X<7,'male single',34,skilled,good
888,0<=X<200,'existing paid',business,15672,<100,1<=X<4,'male single',23,skilled,bad
889,'no checking','critical/other existing credit','new car',6614,<100,>=7,'male single',34,'high qualif/self emp/mgmt',good
890,'no checking','all paid','used car',7824,'no known savings',<1,'male single',40,skilled,good
891,<0,'critical/other existing credit',business,2442,<100,>=7,'male single',43,'high qualif/self emp/mgmt',good
892,'no checking','critical/other existing credit',radio/tv,1829,<100,>=7,'male single',46,skilled,good
893,<0,'critical/other existing credit','new car',2171,<100,1<=X<4,'male single',38,'unskilled resident',good
894,0<=X<200,'critical/other existing credit','used car',5800,<100,1<=X<4,'male single',34,skilled,good
895,'no checking','critical/other existing credit',radio/tv,1169,'no known savings',1<=X<4,'male single',29,skilled,good
896,'no checking','delayed previously','used car',8947,'no known savings',4<=X<7,'male single',31,'high qualif/self emp/mgmt',good
897,<0,'existing paid',radio/tv,2606,<100,<1,'female div/sep/mar',28,'high qualif/self emp/mgmt',good
898,'no checking','critical/other existing credit',furniture/equipment,1592,>=1000,4<=X<7,'female div/sep/mar',35,skilled,good
899,'no checking','existing paid',furniture/equipment,2186,'no known savings',4<=X<7,'female div/sep/mar',33,'unskilled resident',good
900,<0,'existing paid',furniture/equipment,4153,<100,1<=X<4,'male single',42,skilled,bad
901,<0,'critical/other existing credit','new car',2625,<100,>=7,'male single',43,skilled,bad
902,'no checking','critical/other existing credit','new car',3485,'no known savings',<1,'male div/sep',44,skilled,good
903,'no checking','critical/other existing credit','used car',10477,'no known savings',>=7,'male single',42,skilled,good
904,'no checking','existing paid',radio/tv,1386,'no known savings',1<=X<4,'male mar/wid',40,skilled,good
905,'no checking','existing paid',radio/tv,1278,<100,>=7,'male single',36,'high qualif/self emp/mgmt',good
906,<0,'existing paid',radio/tv,1107,<100,1<=X<4,'male single',20,'high qualif/self emp/mgmt',good
907,<0,'existing paid','new car',3763,'no known savings',4<=X<7,'male single',24,'unskilled resident',good
908,0<=X<200,'existing paid',education,3711,'no known savings',1<=X<4,'male mar/wid',27,skilled,good
909,'no checking','delayed previously','used car',3594,<100,<1,'female div/sep/mar',46,'unskilled resident',good
910,0<=X<200,'existing paid','new car',3195,'no known savings',1<=X<4,'female div/sep/mar',33,'unskilled resident',good
911,'no checking','delayed previously',radio/tv,4454,<100,1<=X<4,'female div/sep/mar',34,skilled,good
912,0<=X<200,'critical/other existing credit',furniture/equipment,4736,<100,<1,'female div/sep/mar',25,'unskilled resident',bad
913,0<=X<200,'existing paid',radio/tv,2991,'no known savings',>=7,'female div/sep/mar',25,skilled,good
914,'no checking','existing paid',business,2142,>=1000,>=7,'male div/sep',28,skilled,good
915,<0,'all paid',business,3161,<100,1<=X<4,'male single',31,skilled,bad
916,0<=X<200,'no credits/all paid',other,18424,<100,1<=X<4,'female div/sep/mar',32,'high qualif/self emp/mgmt',bad
917,'no checking','existing paid','used car',2848,100<=X<500,1<=X<4,'male single',32,skilled,good
918,<0,'existing paid','new car',14896,<100,>=7,'male single',68,'high qualif/self emp/mgmt',bad
919,<0,'existing paid',furniture/equipment,2359,100<=X<500,unemployed,'male div/sep',33,skilled,bad
920,<0,'existing paid',furniture/equipment,3345,<100,>=7,'male single',39,'high qualif/self emp/mgmt',bad
921,'no checking','critical/other existing credit',furniture/equipment,1817,<100,1<=X<4,'female div/sep/mar',28,skilled,good
922,'no checking','delayed previously',radio/tv,12749,500<=X<1000,4<=X<7,'male single',37,'high qualif/self emp/mgmt',good
923,<0,'existing paid',radio/tv,1366,<100,<1,'female div/sep/mar',22,skilled,bad
924,0<=X<200,'existing paid','new car',2002,<100,4<=X<7,'male single',30,skilled,good
925,<0,'all paid',furniture/equipment,6872,<100,<1,'male div/sep',55,skilled,bad
926,<0,'all paid','new car',697,<100,<1,'male single',46,skilled,bad
927,<0,'critical/other existing credit',furniture/equipment,1049,<100,<1,'female div/sep/mar',21,skilled,good
928,<0,'existing paid','used car',10297,<100,4<=X<7,'male single',39,skilled,bad
929,'no checking','existing paid',radio/tv,1867,'no known savings',>=7,'male single',58,skilled,good
930,<0,'delayed previously','new car',1344,<100,1<=X<4,'male single',43,'unskilled resident',good
931,<0,'existing paid',furniture/equipment,1747,<100,<1,'male single',24,'unskilled resident',good
932,0<=X<200,'existing paid',radio/tv,1670,<100,<1,'female div/sep/mar',22,skilled,bad
933,'no checking','critical/other existing credit','new car',1224,<100,1<=X<4,'male single',30,skilled,good
934,'no checking','critical/other existing credit',radio/tv,522,500<=X<1000,>=7,'male single',42,skilled,good
935,<0,'existing paid',radio/tv,1498,<100,1<=X<4,'female div/sep/mar',23,skilled,good
936,0<=X<200,'delayed previously',radio/tv,1919,100<=X<500,<1,'male single',30,'high qualif/self emp/mgmt',bad
937,>=200,'existing paid',radio/tv,745,<100,1<=X<4,'female div/sep/mar',28,'unskilled resident',bad
938,0<=X<200,'existing paid',radio/tv,2063,<100,<1,'male mar/wid',30,'high qualif/self emp/mgmt',good
939,0<=X<200,'existing paid',education,6288,<100,1<=X<4,'male single',42,skilled,bad
940,'no checking','critical/other existing credit','used car',6842,'no known savings',1<=X<4,'male single',46,'high qualif/self emp/mgmt',good
941,'no checking','existing paid','new car',3527,'no known savings',<1,'male single',45,'high qualif/self emp/mgmt',good
942,'no checking','existing paid','new car',1546,<100,1<=X<4,'male single',31,'unskilled resident',good
943,'no checking','existing paid',furniture/equipment,929,'no known savings',4<=X<7,'male single',31,skilled,good
944,'no checking','critical/other existing credit','new car',1455,<100,4<=X<7,'male single',42,'unskilled resident',good
945,<0,'existing paid',furniture/equipment,1845,<100,<1,'female div/sep/mar',46,skilled,good
946,0<=X<200,'no credits/all paid','new car',8358,500<=X<1000,<1,'female div/sep/mar',30,skilled,good
947,<0,'all paid',furniture/equipment,3349,500<=X<1000,<1,'male single',30,skilled,bad
948,'no checking','existing paid','new car',2859,'no known savings',unemployed,'male single',38,'high qualif/self emp/mgmt',good
949,'no checking','existing paid',furniture/equipment,1533,<100,<1,'male mar/wid',43,'unskilled resident',bad
950,'no checking','existing paid',radio/tv,3621,100<=X<500,>=7,'male single',31,skilled,bad
951,0<=X<200,'critical/other existing credit',business,3590,<100,unemployed,'male mar/wid',40,'unemp/unskilled non res',good
952,<0,'delayed previously',business,2145,<100,4<=X<7,'male single',24,skilled,bad
953,0<=X<200,'existing paid','used car',4113,500<=X<1000,<1,'female div/sep/mar',28,skilled,bad
954,'no checking','existing paid',furniture/equipment,10974,<100,unemployed,'female div/sep/mar',26,'high qualif/self emp/mgmt',bad
955,<0,'existing paid','new car',1893,<100,1<=X<4,'female div/sep/mar',29,skilled,good
956,<0,'critical/other existing credit',radio/tv,1231,>=1000,>=7,'female div/sep/mar',57,'high qualif/self emp/mgmt',good
957,>=200,'critical/other existing credit',radio/tv,3656,'no known savings',>=7,'male single',49,'unskilled resident',good
958,0<=X<200,'critical/other existing credit',radio/tv,1154,<100,>=7,'male single',37,'unskilled resident',good
959,<0,'existing paid','new car',4006,<100,1<=X<4,'male single',45,'unskilled resident',bad
960,0<=X<200,'existing paid',furniture/equipment,3069,100<=X<500,>=7,'male single',30,skilled,good
961,'no checking','critical/other existing credit',radio/tv,1740,<100,>=7,'male mar/wid',30,skilled,good
962,0<=X<200,'delayed previously','new car',2353,<100,1<=X<4,'male div/sep',47,skilled,good
963,'no checking','existing paid','new car',3556,'no known savings',1<=X<4,'male single',29,skilled,good
964,'no checking','existing paid',radio/tv,2397,500<=X<1000,>=7,'male single',35,skilled,bad
965,0<=X<200,'existing paid',repairs,454,<100,<1,'male mar/wid',22,'unskilled resident',good
966,0<=X<200,'existing paid',radio/tv,1715,'no known savings',1<=X<4,'female div/sep/mar',26,skilled,good
967,0<=X<200,'critical/other existing credit',radio/tv,2520,500<=X<1000,1<=X<4,'male single',23,'unskilled resident',bad
968,'no checking','existing paid',radio/tv,3568,<100,>=7,'female div/sep/mar',54,'high qualif/self emp/mgmt',good
969,'no checking','existing paid',radio/tv,7166,'no known savings',4<=X<7,'male mar/wid',29,skilled,good
970,<0,'critical/other existing credit','new car',3939,<100,1<=X<4,'male single',40,'unskilled resident',good
971,0<=X<200,'existing paid',repairs,1514,100<=X<500,1<=X<4,'male single',22,skilled,good
972,'no checking','existing paid','new car',7393,<100,1<=X<4,'male single',43,'unskilled resident',good
973,<0,'all paid','new car',1193,<100,unemployed,'female div/sep/mar',29,'unemp/unskilled non res',bad
974,<0,'existing paid',business,7297,<100,>=7,'male single',36,skilled,bad
975,'no checking','critical/other existing credit',radio/tv,2831,<100,1<=X<4,'female div/sep/mar',33,skilled,good
976,>=200,'existing paid',radio/tv,1258,500<=X<1000,1<=X<4,'female div/sep/mar',57,'unskilled resident',good
977,0<=X<200,'existing paid',radio/tv,753,<100,1<=X<4,'female div/sep/mar',64,skilled,good
978,0<=X<200,'delayed previously',business,2427,'no known savings',>=7,'male single',42,skilled,good
979,'no checking','delayed previously','new car',2538,<100,>=7,'male single',47,'unskilled resident',bad
980,0<=X<200,'all paid','new car',1264,100<=X<500,1<=X<4,'male mar/wid',25,skilled,bad
981,0<=X<200,'critical/other existing credit',furniture/equipment,8386,<100,4<=X<7,'male single',49,skilled,bad
982,'no checking','existing paid',business,4844,<100,unemployed,'male single',33,'high qualif/self emp/mgmt',bad
983,>=200,'existing paid','new car',2923,100<=X<500,1<=X<4,'female div/sep/mar',28,'high qualif/self emp/mgmt',good
984,<0,'existing paid','used car',8229,<100,1<=X<4,'male single',26,skilled,bad
985,'no checking','critical/other existing credit',furniture/equipment,2028,<100,4<=X<7,'male single',30,'unskilled resident',good
986,<0,'critical/other existing credit',furniture/equipment,1433,<100,1<=X<4,'female div/sep/mar',25,skilled,good
987,>=200,'no credits/all paid',business,6289,<100,<1,'male div/sep',33,skilled,good
988,'no checking','existing paid',radio/tv,1409,100<=X<500,unemployed,'female div/sep/mar',64,skilled,good
989,<0,'existing paid','used car',6579,<100,unemployed,'male single',29,'high qualif/self emp/mgmt',good
990,0<=X<200,'critical/other existing credit',radio/tv,1743,<100,>=7,'male single',48,'unskilled resident',good
991,'no checking','critical/other existing credit',education,3565,'no known savings',<1,'male single',37,'unskilled resident',good
992,'no checking','all paid',radio/tv,1569,100<=X<500,>=7,'male single',34,'unskilled resident',good
993,<0,'existing paid',radio/tv,1936,'no known savings',4<=X<7,'male mar/wid',23,'unskilled resident',good
994,<0,'existing paid',furniture/equipment,3959,<100,unemployed,'male single',30,'high qualif/self emp/mgmt',good
995,'no checking','existing paid','new car',2390,'no known savings',>=7,'male single',50,skilled,good
996,'no checking','existing paid',furniture/equipment,1736,<100,4<=X<7,'female div/sep/mar',31,'unskilled resident',good
997,<0,'existing paid','used car',3857,<100,1<=X<4,'male div/sep',40,'high qualif/self emp/mgmt',good
998,'no checking','existing paid',radio/tv,804,<100,>=7,'male single',38,skilled,good
999,<0,'existing paid',radio/tv,1845,<100,1<=X<4,'male single',23,skilled,bad
1000,0<=X<200,'critical/other existing credit','used car',4576,100<=X<500,unemployed,'male single',27,skilled,good
